text,label
"You are pre-approved for a loan. CONGRATULATIONS!!! You are today's lucky visitor. You've won a brand new iPhone and $50,000 cash. Claim your free gift now by clicking the link, offer expires in 10 minutes!
Verify now: http://secure-login-update.com",spam
"Question about the assignment. Hi, thanks for submitting your proposal. Overall it looks solid, I've left a few comments in the shared doc. Let's discuss during our call on 2:30 PM.
Regards,
David",ham
"Final notice: unpaid invoice. Invest just $500 in our crypto program today and watch it double in 48 hours guaranteed! Thousands are already earning passive income, don't miss out, click now to join!
Verify now: http://secure-login-update.com",spam
"Your order has shipped. Hello Wei, attached is the invoice for last month's services. Payment is due within 30 days. Please let us know if you have any questions about the charges.
Talk soon,
Lisa",ham
"Exclusive deal just for you. Make $5,000 per week working from home! No experience needed. Just sign up today, enter your credit card for a small processing fee, and start earning instantly. Limited spots available!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Lunch this weekend?. Hi, thanks for submitting your proposal. Overall it looks solid, I've left a few comments in the shared doc. Let's discuss during our call on 10:15 AM.
Cheers,
Emma",ham
"Question about the assignment. Hi Emma, thank you for your recent purchase. Your receipt is attached for your records. Reach out if you have any questions about your order.
Thanks,
John",ham
"Thank you for your purchase. Hey, sharing the photos from our trip last week, they turned out great! Let me know which ones you'd like printed for the album.
See you then,
Mike",ham
"Work from home and earn big. Congratulations! Your email address has won our $1,000,000 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Your package could not be delivered. This is not a scam! Real people are earning $999 a month from their phone. Click the link, register with your email and bank info, and start cashing out today.
Verify now: http://secure-login-update.com",spam
"Limited time offer - act now. Dear Customer, we could not deliver your package. Pay a small redelivery fee of $10,000 by clicking the link below within 24 hours or the item will be returned to sender.
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Hot singles in your area. Hello, this is your final notice. You owe £10,000 on an unpaid invoice. Pay immediately using the link below to avoid legal action and extra fees.
Verify now: http://secure-login-update.com",spam
"You are pre-approved for a loan. Your subscription payment of $999 failed. Update your billing information immediately by clicking the secure link below to avoid service interruption.
Click here to claim now: http://bit.ly/claim-reward",spam
"Limited time offer - act now. Dear Customer, we could not deliver your package. Pay a small redelivery fee of $25,000 by clicking the link below within 24 hours or the item will be returned to sender.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Free gift card waiting for you. Hello, this is your final notice. You owe $10,000 on an unpaid invoice. Pay immediately using the link below to avoid legal action and extra fees.
Click here to claim now: http://bit.ly/claim-reward",spam
"Project update - Q3 report. Hi, this is a confirmation of your flight itinerary. Departure is at Friday afternoon on Friday. Please arrive at the airport at least two hours early. Safe travels!
See you then,
Mike",ham
"Double your Bitcoin investment today. Your subscription payment of $5,000 failed. Update your billing information immediately by clicking the secure link below to avoid service interruption.
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Final notice: unpaid invoice. Dear Winner, you have been selected to receive $100,000 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Lowest price on medication guaranteed. Single people in your area want to meet you tonight! Sign up free now and start chatting, no credit card required for the first £10,000 of credits!
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Verify your bank account immediately. Your subscription payment of $2,500 failed. Update your billing information immediately by clicking the secure link below to avoid service interruption.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Invoice #4521 for your records. Hello Liam, attached is the invoice for last month's services. Payment is due within 30 days. Please let us know if you have any questions about the charges.",ham
"Exclusive deal just for you. Single people in your area want to meet you tonight! Sign up free now and start chatting, no credit card required for the first £10,000 of credits!
Click here to claim now: http://bit.ly/claim-reward",spam
"You've been selected for a cash prize. Single people in your area want to meet you tonight! Sign up free now and start chatting, no credit card required for the first €8,000 of credits!
Verify now: http://secure-login-update.com",spam
"Weekly newsletter - tech digest. Hi, this is a confirmation of your flight itinerary. Departure is at Friday afternoon on Friday. Please arrive at the airport at least two hours early. Safe travels!
Thanks,
John",ham
"Free gift card waiting for you. This is not a scam! Real people are earning $500 a month from their phone. Click the link, register with your email and bank info, and start cashing out today.
Verify now: http://secure-login-update.com",spam
"Happy birthday!. Hi team, quick reminder that our standup is at 10:15 AM today. Please come prepared with updates on your current tasks. See everyone then.",ham
"Team standup notes. Hello Chris, thanks for shopping with us. Your order has shipped and should arrive within 3-5 business days. You can track it using the link in your account dashboard.",ham
"Hot singles in your area. URGENT ACTION REQUIRED: We detected unusual activity on your account. Verify your identity now by clicking the secure link or your account will be permanently suspended within 24 hours.
Act fast, offer expires soon! http://free-cash-now.net",spam
"You are pre-approved for a loan. Dear Customer, we could not deliver your package. Pay a small redelivery fee of $25,000 by clicking the link below within 24 hours or the item will be returned to sender.
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Invoice #4521 for your records. Hello Liam, thanks for shopping with us. Your order has shipped and should arrive within 3-5 business days. You can track it using the link in your account dashboard.
Talk soon,
Lisa",ham
"You've been selected for a cash prize. Congratulations! Your email address has won our €8,000 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Verify now: http://secure-login-update.com",spam
"Lowest price on medication guaranteed. URGENT ACTION REQUIRED: We detected unusual activity on your account. Verify your identity now by clicking the secure link or your account will be permanently suspended within 24 hours.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Your PayPal account has been locked. Dear Winner, you have been selected to receive $5,000 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Flight itinerary confirmation. Hey Priya, happy birthday! Hope you have an amazing day. Let's grab lunch sometime this week to celebrate properly.
Best,
Sarah",ham
"Thank you for your purchase. Hello Ravi, thanks for shopping with us. Your order has shipped and should arrive within 3-5 business days. You can track it using the link in your account dashboard.
See you then,
Mike",ham
"Happy birthday!. Hi everyone, our book club meets this Thursday at Friday afternoon to discuss the first half of the novel. Looking forward to the discussion.
See you then,
Mike",ham
"You are pre-approved for a loan. Dear Customer, we could not deliver your package. Pay a small redelivery fee of $100,000 by clicking the link below within 24 hours or the item will be returned to sender.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Interview confirmation. Hi Jordan, thank you for your recent purchase. Your receipt is attached for your records. Reach out if you have any questions about your order.
Regards,
David",ham
"You are pre-approved for a loan. Hot deal alert! Get $750 off your next purchase, plus a free bonus gift. Click below, enter your card details and checkout now before this flash sale ends tonight!
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Free gift card waiting for you. Hello, this is your final notice. You owe $25,000 on an unpaid invoice. Pay immediately using the link below to avoid legal action and extra fees.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Flight itinerary confirmation. Hey Diego, happy birthday! Hope you have an amazing day. Let's grab lunch sometime this week to celebrate properly.
Cheers,
Emma",ham
"Make $5000 a week from home. Hello, this is your final notice. You owe $50,000 on an unpaid invoice. Pay immediately using the link below to avoid legal action and extra fees.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Book club next Thursday. Hi Professor, I had a question about problem 3 on the assignment. Could we go over it briefly during office hours this week? Thanks in advance.
See you then,
Mike",ham
"Congratulations Winner. Dear Winner, you have been selected to receive $999 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Your PayPal account has been locked. Hot deal alert! Get $100,000 off your next purchase, plus a free bonus gift. Click below, enter your card details and checkout now before this flash sale ends tonight!
Click here to claim now: http://bit.ly/claim-reward",spam
"You've been selected for a cash prize. Hot deal alert! Get $10,000 off your next purchase, plus a free bonus gift. Click below, enter your card details and checkout now before this flash sale ends tonight!
Verify now: http://secure-login-update.com",spam
"Your PayPal account has been locked. This is not a scam! Real people are earning $1,000,000 a month from their phone. Click the link, register with your email and bank info, and start cashing out today.
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Draft for review. Hi Priya, thank you for your recent purchase. Your receipt is attached for your records. Reach out if you have any questions about your order.
Thanks,
John",ham
"Meeting reschedule for tomorrow. Hey Jordan, happy birthday! Hope you have an amazing day. Let's grab lunch sometime this week to celebrate properly.
Thanks,
John",ham
"Interview confirmation. Hi team, quick reminder that our standup is at 2:30 PM today. Please come prepared with updates on your current tasks. See everyone then.
Regards,
David",ham
"Work from home and earn big. This is not a scam! Real people are earning $50,000 a month from their phone. Click the link, register with your email and bank info, and start cashing out today.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Family dinner this Sunday. Hi Priya, thank you for your recent purchase. Your receipt is attached for your records. Reach out if you have any questions about your order.
Regards,
David",ham
"Book club next Thursday. Hi, this is a confirmation of your flight itinerary. Departure is at 4:00 PM on Friday. Please arrive at the airport at least two hours early. Safe travels!
Thanks,
John",ham
"Double your Bitcoin investment today. Dear Customer, we could not deliver your package. Pay a small redelivery fee of $10,000 by clicking the link below within 24 hours or the item will be returned to sender.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"You have WON a prize!!!. Dear Winner, you have been selected to receive $500 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Make $5000 a week from home. Hello, this is your final notice. You owe $999 on an unpaid invoice. Pay immediately using the link below to avoid legal action and extra fees.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Draft for review. Hey, sharing the photos from our trip last week, they turned out great! Let me know which ones you'd like printed for the album.
Talk soon,
Lisa",ham
"Work from home and earn big. Dear Winner, you have been selected to receive $750 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Book club next Thursday. Hi Diego, just wanted to confirm we're still on for the meeting at Monday morning tomorrow. Let me know if you need to move it. Talk soon!
See you then,
Mike",ham
"Feedback on the proposal. Hey, here are the notes from today's lecture. I also attached the slides in case you missed anything. Let me know if you have questions before the exam.
Thanks,
John",ham
"Make $5000 a week from home. Your account has been locked due to suspicious login attempts. Click the link below and enter your username and password to restore full access immediately or your account will be deleted.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Congratulations Winner. Make $999 per week working from home! No experience needed. Just sign up today, enter your credit card for a small processing fee, and start earning instantly. Limited spots available!
Verify now: http://secure-login-update.com",spam
"URGENT: Your account will be suspended. Invest just $5,000 in our crypto program today and watch it double in 48 hours guaranteed! Thousands are already earning passive income, don't miss out, click now to join!
Verify now: http://secure-login-update.com",spam
"Flight itinerary confirmation. This is a scheduled maintenance notice. Our servers will be down for updates on 10:15 AM. We apologize for any inconvenience this may cause.
Thanks,
John",ham
"Final notice: unpaid invoice. Your account has been locked due to suspicious login attempts. Click the link below and enter your username and password to restore full access immediately or your account will be deleted.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Your Amazon order needs verification. Congratulations! Your email address has won our $5,000 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Photos from the trip. Hi Noah, just wanted to confirm we're still on for the meeting at 12:00 PM tomorrow. Let me know if you need to move it. Talk soon!
Regards,
David",ham
"Your PayPal account has been locked. Dear Winner, you have been selected to receive $750 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Flight itinerary confirmation. Hi, thanks for submitting your proposal. Overall it looks solid, I've left a few comments in the shared doc. Let's discuss during our call on 3:45 PM.
Talk soon,
Lisa",ham
"You've been selected for a cash prize. Make $100,000 per week working from home! No experience needed. Just sign up today, enter your credit card for a small processing fee, and start earning instantly. Limited spots available!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Your PayPal account has been locked. This is not a scam! Real people are earning $1,000,000 a month from their phone. Click the link, register with your email and bank info, and start cashing out today.
Verify now: http://secure-login-update.com",spam
"Lowest price on medication guaranteed. Dear Customer, we could not deliver your package. Pay a small redelivery fee of £10,000 by clicking the link below within 24 hours or the item will be returned to sender.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Family dinner this Sunday. Hey, here's the draft document for your review. Let me know your thoughts and any edits before 2:30 PM. Appreciate the feedback as always.
Regards,
David",ham
"Notes from today's class. Hello Noah, thanks for shopping with us. Your order has shipped and should arrive within 3-5 business days. You can track it using the link in your account dashboard.
Thanks,
John",ham
"URGENT: Your account will be suspended. Your subscription payment of $500 failed. Update your billing information immediately by clicking the secure link below to avoid service interruption.
Click here to claim now: http://bit.ly/claim-reward",spam
"Make $5000 a week from home. Single people in your area want to meet you tonight! Sign up free now and start chatting, no credit card required for the first $100,000 of credits!
Click here to claim now: http://bit.ly/claim-reward",spam
"Photos from the trip. Hey, here's the draft document for your review. Let me know your thoughts and any edits before 9:00 AM. Appreciate the feedback as always.
Cheers,
Emma",ham
"Work from home and earn big. Your subscription payment of $1,000,000 failed. Update your billing information immediately by clicking the secure link below to avoid service interruption.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Double your Bitcoin investment today. Congratulations! Your email address has won our $999 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Interview confirmation. Hello Aisha, this is to confirm your interview scheduled for 12:00 PM. The interview will be conducted over video call, link attached. Good luck!
Cheers,
Emma",ham
"Photos from the trip. Hi, thanks for submitting your proposal. Overall it looks solid, I've left a few comments in the shared doc. Let's discuss during our call on 2:30 PM.",ham
"Claim your free reward now. Dear Winner, you have been selected to receive $5,000 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Verify now: http://secure-login-update.com",spam
"Notes from today's class. Hey, sharing the photos from our trip last week, they turned out great! Let me know which ones you'd like printed for the album.",ham
"Your order has shipped. Hello Aisha, this is to confirm your interview scheduled for 11:00 AM. The interview will be conducted over video call, link attached. Good luck!
Thanks,
John",ham
"Congratulations Winner. This is not a scam! Real people are earning $999 a month from their phone. Click the link, register with your email and bank info, and start cashing out today.
Verify now: http://secure-login-update.com",spam
"Make $5000 a week from home. CONGRATULATIONS!!! You are today's lucky visitor. You've won a brand new iPhone and $50,000 cash. Claim your free gift now by clicking the link, offer expires in 10 minutes!
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"You are pre-approved for a loan. Dear Customer, we could not deliver your package. Pay a small redelivery fee of $750 by clicking the link below within 24 hours or the item will be returned to sender.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Work from home and earn big. Make $100,000 per week working from home! No experience needed. Just sign up today, enter your credit card for a small processing fee, and start earning instantly. Limited spots available!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"You have WON a prize!!!. CONGRATULATIONS!!! You are today's lucky visitor. You've won a brand new iPhone and £10,000 cash. Claim your free gift now by clicking the link, offer expires in 10 minutes!
Verify now: http://secure-login-update.com",spam
"Work from home and earn big. Congratulations! Your email address has won our $999 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Click here to claim now: http://bit.ly/claim-reward",spam
"Interview confirmation. This is a scheduled maintenance notice. Our servers will be down for updates on 9:00 AM. We apologize for any inconvenience this may cause.
Best,
Sarah",ham
"Limited time offer - act now. Dear Winner, you have been selected to receive $50,000 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Hot singles in your area. Dear Customer, we could not deliver your package. Pay a small redelivery fee of $999 by clicking the link below within 24 hours or the item will be returned to sender.
Verify now: http://secure-login-update.com",spam
"Invoice #4521 for your records. Hi Professor, I had a question about problem 3 on the assignment. Could we go over it briefly during office hours this week? Thanks in advance.
Best,
Sarah",ham
"Weekly newsletter - tech digest. Hi, thanks for submitting your proposal. Overall it looks solid, I've left a few comments in the shared doc. Let's discuss during our call on Monday morning.
Cheers,
Emma",ham
"Work from home and earn big. Hot deal alert! Get $750 off your next purchase, plus a free bonus gift. Click below, enter your card details and checkout now before this flash sale ends tonight!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Family dinner this Sunday. Hi team, quick reminder that our standup is at 11:00 AM today. Please come prepared with updates on your current tasks. See everyone then.
Best,
Sarah",ham
"Your Amazon order needs verification. CONGRATULATIONS!!! You are today's lucky visitor. You've won a brand new iPhone and $10,000 cash. Claim your free gift now by clicking the link, offer expires in 10 minutes!
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Happy birthday!. Hi, this is a confirmation of your flight itinerary. Departure is at 12:00 PM on Friday. Please arrive at the airport at least two hours early. Safe travels!
Best,
Sarah",ham
"Claim your free reward now. Congratulations! Your email address has won our $100,000 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Weekly newsletter - tech digest. Hey, here's the draft document for your review. Let me know your thoughts and any edits before 9:00 AM. Appreciate the feedback as always.
Best,
Sarah",ham
"Get rich quick with this one trick. Make £10,000 per week working from home! No experience needed. Just sign up today, enter your credit card for a small processing fee, and start earning instantly. Limited spots available!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Thank you for your purchase. Hello Liam, thanks for shopping with us. Your order has shipped and should arrive within 3-5 business days. You can track it using the link in your account dashboard.
Thanks,
John",ham
"Get rich quick with this one trick. This is not a scam! Real people are earning $750 a month from their phone. Click the link, register with your email and bank info, and start cashing out today.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Lowest price on medication guaranteed. Your account has been locked due to suspicious login attempts. Click the link below and enter your username and password to restore full access immediately or your account will be deleted.
Verify now: http://secure-login-update.com",spam
"You've been selected for a cash prize. Make $5,000 per week working from home! No experience needed. Just sign up today, enter your credit card for a small processing fee, and start earning instantly. Limited spots available!
Verify now: http://secure-login-update.com",spam
"Photos from the trip. Hi Professor, I had a question about problem 3 on the assignment. Could we go over it briefly during office hours this week? Thanks in advance.
Best,
Sarah",ham
"Flight itinerary confirmation. Hi everyone, our book club meets this Thursday at Friday afternoon to discuss the first half of the novel. Looking forward to the discussion.
Best,
Sarah",ham
"Happy birthday!. Hello Maria, attached is the invoice for last month's services. Payment is due within 30 days. Please let us know if you have any questions about the charges.
Regards,
David",ham
"URGENT: Your account will be suspended. CONGRATULATIONS!!! You are today's lucky visitor. You've won a brand new iPhone and $500 cash. Claim your free gift now by clicking the link, offer expires in 10 minutes!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Your PayPal account has been locked. Your account has been locked due to suspicious login attempts. Click the link below and enter your username and password to restore full access immediately or your account will be deleted.
Click here to claim now: http://bit.ly/claim-reward",spam
"Limited time offer - act now. Hello, this is your final notice. You owe $750 on an unpaid invoice. Pay immediately using the link below to avoid legal action and extra fees.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Flight itinerary confirmation. Hi everyone, our book club meets this Thursday at 6:00 PM to discuss the first half of the novel. Looking forward to the discussion.",ham
"Congratulations Winner. Congratulations! Your email address has won our $100,000 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Meeting reschedule for tomorrow. Hey, here are the notes from today's lecture. I also attached the slides in case you missed anything. Let me know if you have questions before the exam.
Cheers,
Emma",ham
"Free gift card waiting for you. Dear Winner, you have been selected to receive $500 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Happy birthday!. Hi Noah, are we still on for family dinner this Sunday at 3:45 PM? Mom is making her famous lasagna, would be great to see you.
Cheers,
Emma",ham
"Exclusive deal just for you. Your account has been locked due to suspicious login attempts. Click the link below and enter your username and password to restore full access immediately or your account will be deleted.
Click here to claim now: http://bit.ly/claim-reward",spam
"Congratulations Winner. Your subscription payment of $100,000 failed. Update your billing information immediately by clicking the secure link below to avoid service interruption.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Final notice: unpaid invoice. Single people in your area want to meet you tonight! Sign up free now and start chatting, no credit card required for the first $1,000,000 of credits!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Your package could not be delivered. Congratulations! Your email address has won our $1,000,000 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Click here to claim now: http://bit.ly/claim-reward",spam
"Server maintenance notice. Hi everyone, our book club meets this Thursday at 10:15 AM to discuss the first half of the novel. Looking forward to the discussion.
See you then,
Mike",ham
"Get rich quick with this one trick. Buy cheap medication online, no prescription needed! Huge discounts up to 90% off. Fast, discreet shipping worldwide. Order now and save big, limited stock available!!!
Click here to claim now: http://bit.ly/claim-reward",spam
"Happy birthday!. Hello Ravi, attached is the invoice for last month's services. Payment is due within 30 days. Please let us know if you have any questions about the charges.
Talk soon,
Lisa",ham
"Your PayPal account has been locked. URGENT ACTION REQUIRED: We detected unusual activity on your account. Verify your identity now by clicking the secure link or your account will be permanently suspended within 24 hours.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Lunch this weekend?. Hello Noah, thanks for shopping with us. Your order has shipped and should arrive within 3-5 business days. You can track it using the link in your account dashboard.
Talk soon,
Lisa",ham
"Project update - Q3 report. Hi Liam, are we still on for family dinner this Sunday at 2:30 PM? Mom is making her famous lasagna, would be great to see you.
Best,
Sarah",ham
"Lowest price on medication guaranteed. Dear Winner, you have been selected to receive £10,000 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Verify now: http://secure-login-update.com",spam
"Congratulations Winner. Single people in your area want to meet you tonight! Sign up free now and start chatting, no credit card required for the first $2,500 of credits!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Draft for review. Hi, thanks for submitting your proposal. Overall it looks solid, I've left a few comments in the shared doc. Let's discuss during our call on 9:00 AM.
Regards,
David",ham
"Weekly newsletter - tech digest. Hi Emma, just wanted to confirm we're still on for the meeting at Monday morning tomorrow. Let me know if you need to move it. Talk soon!",ham
"Weekly newsletter - tech digest. Hi everyone, our book club meets this Thursday at 11:00 AM to discuss the first half of the novel. Looking forward to the discussion.
Thanks,
John",ham
"URGENT: Your account will be suspended. Buy cheap medication online, no prescription needed! Huge discounts up to 90% off. Fast, discreet shipping worldwide. Order now and save big, limited stock available!!!
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Happy birthday!. This is a scheduled maintenance notice. Our servers will be down for updates on 3:45 PM. We apologize for any inconvenience this may cause.
See you then,
Mike",ham
"Claim your free reward now. Single people in your area want to meet you tonight! Sign up free now and start chatting, no credit card required for the first $2,500 of credits!
Verify now: http://secure-login-update.com",spam
"Invoice #4521 for your records. Hi Maria, just wanted to confirm we're still on for the meeting at 11:00 AM tomorrow. Let me know if you need to move it. Talk soon!
Thanks,
John",ham
"Your order has shipped. Hi Noah, are we still on for family dinner this Sunday at Monday morning? Mom is making her famous lasagna, would be great to see you.
Talk soon,
Lisa",ham
"Limited time offer - act now. Dear Customer, we could not deliver your package. Pay a small redelivery fee of $50,000 by clicking the link below within 24 hours or the item will be returned to sender.
Verify now: http://secure-login-update.com",spam
"Book club next Thursday. Hey Aisha, happy birthday! Hope you have an amazing day. Let's grab lunch sometime this week to celebrate properly.
Thanks,
John",ham
"Exclusive deal just for you. Dear Winner, you have been selected to receive €8,000 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"URGENT: Your account will be suspended. Congratulations! Your email address has won our $750 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Do not reply to this email. Visit http://winners-portal.info to proceed.",spam
"Question about the assignment. Hello Aisha, thanks for shopping with us. Your order has shipped and should arrive within 3-5 business days. You can track it using the link in your account dashboard.
Talk soon,
Lisa",ham
"Reminder: Dentist appointment. Hi, this is a confirmation of your flight itinerary. Departure is at 11:00 AM on Friday. Please arrive at the airport at least two hours early. Safe travels!
Best,
Sarah",ham
"Thank you for your purchase. Hey, here are the notes from today's lecture. I also attached the slides in case you missed anything. Let me know if you have questions before the exam.
Regards,
David",ham
"Interview confirmation. Hi team, quick reminder that our standup is at 9:00 AM today. Please come prepared with updates on your current tasks. See everyone then.
See you then,
Mike",ham
"Exclusive deal just for you. Congratulations! Your email address has won our $500 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Act fast, offer expires soon! http://free-cash-now.net",spam
"Family dinner this Sunday. Hey, here are the notes from today's lecture. I also attached the slides in case you missed anything. Let me know if you have questions before the exam.
Thanks,
John",ham
"Reminder: Dentist appointment. Hi Diego, are we still on for family dinner this Sunday at 9:00 AM? Mom is making her famous lasagna, would be great to see you.
Best,
Sarah",ham
"Feedback on the proposal. Hey, here's the draft document for your review. Let me know your thoughts and any edits before 6:00 PM. Appreciate the feedback as always.
Thanks,
John",ham
"Lowest price on medication guaranteed. Make $500 per week working from home! No experience needed. Just sign up today, enter your credit card for a small processing fee, and start earning instantly. Limited spots available!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Question about the assignment. Hey, here's the draft document for your review. Let me know your thoughts and any edits before Monday morning. Appreciate the feedback as always.",ham
"Draft for review. Hello Emma, attached is the invoice for last month's services. Payment is due within 30 days. Please let us know if you have any questions about the charges.
Cheers,
Emma",ham
"Thank you for your purchase. Hey, here's the draft document for your review. Let me know your thoughts and any edits before 11:00 AM. Appreciate the feedback as always.
Talk soon,
Lisa",ham
"Draft for review. Hello Fatima, this is to confirm your interview scheduled for 10:15 AM. The interview will be conducted over video call, link attached. Good luck!
Talk soon,
Lisa",ham
"Exclusive deal just for you. Buy cheap medication online, no prescription needed! Huge discounts up to 90% off. Fast, discreet shipping worldwide. Order now and save big, limited stock available!!!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Your Amazon order needs verification. Invest just $25,000 in our crypto program today and watch it double in 48 hours guaranteed! Thousands are already earning passive income, don't miss out, click now to join!
Verify now: http://secure-login-update.com",spam
"Verify your bank account immediately. Hello, this is your final notice. You owe $10,000 on an unpaid invoice. Pay immediately using the link below to avoid legal action and extra fees.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"You have WON a prize!!!. Congratulations! Your email address has won our $500 lottery draw. To release your funds, send your full name, address and bank details to our claims department immediately.
Verify now: http://secure-login-update.com",spam
"Happy birthday!. Hi Diego, thank you for your recent purchase. Your receipt is attached for your records. Reach out if you have any questions about your order.
See you then,
Mike",ham
"Final notice: unpaid invoice. Buy cheap medication online, no prescription needed! Huge discounts up to 90% off. Fast, discreet shipping worldwide. Order now and save big, limited stock available!!!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Lowest price on medication guaranteed. Dear Winner, you have been selected to receive $750 in cash. Click the link below within 24 hours to claim your reward before it expires. Act now, this offer will not last!
Act fast, offer expires soon! http://free-cash-now.net",spam
"Double your Bitcoin investment today. Your account has been locked due to suspicious login attempts. Click the link below and enter your username and password to restore full access immediately or your account will be deleted.
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
"Interview confirmation. Hey, here's the draft document for your review. Let me know your thoughts and any edits before 3:45 PM. Appreciate the feedback as always.",ham
"Flight itinerary confirmation. Hi Professor, I had a question about problem 3 on the assignment. Could we go over it briefly during office hours this week? Thanks in advance.
Regards,
David",ham
"Book club next Thursday. Hey, here's the draft document for your review. Let me know your thoughts and any edits before 11:00 AM. Appreciate the feedback as always.
Best,
Sarah",ham
"Happy birthday!. Hi Noah, thank you for your recent purchase. Your receipt is attached for your records. Reach out if you have any questions about your order.
Talk soon,
Lisa",ham
"Interview confirmation. Hi team, quick reminder that our standup is at Monday morning today. Please come prepared with updates on your current tasks. See everyone then.
Cheers,
Emma",ham
"Team standup notes. Hey, here's the draft document for your review. Let me know your thoughts and any edits before 2:30 PM. Appreciate the feedback as always.
Thanks,
John",ham
"Work from home and earn big. Make $750 per week working from home! No experience needed. Just sign up today, enter your credit card for a small processing fee, and start earning instantly. Limited spots available!
Call now: 1-800-555-0199 or click http://money-fast.biz",spam
